Perturbation	Average	SD	Data
[PI]-[PK]	0.7976190476190477	1.1799506004031923	1.0	-1.0	3.0	-1.0	1.0	3.0	1.0	0.0	-1.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	-3.0	0.0	1.0	-1.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	3.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	-2.0	3.0	1.0	1.0	1.0	1.0	0.0	3.0	3.0	1.0	1.0	3.0	-1.0	1.0	1.0	1.0	1.0	3.0	0.0	-1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
[PI]-[AK]	1.9338842975206612	1.1671584953073189	3.0	1.0	1.0	1.0	1.0	3.0	3.0	2.0	1.0	0.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	1.0	0.0	-1.0	2.0	3.0	1.0	1.0	2.0	2.0	3.0	2.0	2.0	0.0	2.0	2.0	0.0	3.0	3.0	2.0	3.0	1.0	0.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	0.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	-2.0	2.0	3.0	2.0	2.0	0.0	2.0	1.0	2.0	3.0	3.0	1.0	-2.0	2.0	3.0	3.0	3.0	3.0	2.0	0.0	3.0	2.0	1.0	1.0	3.0	3.0	0.0	0.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	0.0
[PI]-[5Z]	2.391509433962264	0.8783228525112426	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	2.0	3.0	3.0	3.0	1.0	3.0	3.0	-1.0	1.0	3.0	3.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	2.0	3.0	1.0	2.0	1.0	3.0	3.0	2.0	2.0	3.0	1.0	3.0	2.0	3.0	3.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	0.5	3.0	2.0	3.0	2.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0
[PD]-[CT]	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
[PD]-[BI]	2.1145833333333335	1.153769665296952	3.0	0.0	2.0	0.0	0.0	2.0	3.0	3.0	3.0	2.0	2.0	0.0	1.0	3.0	3.0	2.0	2.0	0.0	0.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	0.0	2.0	-2.0	2.0	3.0	3.0	-2.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	3.0	3.0	2.0	3.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0	1.0	3.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	1.0	3.0	3.0	0.0	1.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	0.0	3.0	2.0	3.0	3.0	2.0	0.0	0.5	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	-2.0	0.0	3.0	2.0	2.0	3.0	2.0	3.0	0.0	3.0	0.0	1.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	-1.0	2.0	2.0
[PD]-[PK]	2.25	2.026991774076529	3.0	3.0	3.0	3.0	-3.0	-3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	-3.0	3.0	3.0	3.0
[PD]-[AK]	1.024390243902439	1.0365279754557708	1.0	1.0	1.0	1.0	1.0	2.0	2.0	-1.0	2.0	1.0	1.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	2.0	-2.0	2.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	1.0	-1.0	2.0	2.0	1.0	-1.0	1.0	-1.0	2.0	1.0	1.0	1.0
[PD]-[5Z]	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
[CT]-[BI]	2.4405594405594404	1.0997591133322924	3.0	3.0	0.0	0.0	2.0	3.0	3.0	3.0	3.0	3.0	0.0	1.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	-2.0	3.0	3.0	3.0	0.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	0.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.5	3.0	1.0	3.0	3.0	0.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	0.0	3.0	3.0	3.0	3.0	3.0	0.5	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.0	0.0	3.0	2.0	3.0	3.0	3.0	3.0	0.0	3.0	0.0	1.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	0.0	3.0	2.0
[CT]-[PK]	1.0224719101123596	1.2700888309116563	1.0	3.0	-1.0	-1.0	3.0	1.0	1.0	0.0	-1.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	-3.0	0.0	1.0	-1.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	1.0	0.0	1.0	3.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	0.0	3.0	3.0	3.0	1.0	1.0	-1.0	3.0	1.0	1.0	1.0	1.0	3.0	0.0	-1.0	1.0	3.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	3.0	1.0	3.0
[CT]-[AK]	1.9672131147540983	1.0904122067608322	3.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	2.0	0.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	3.0	1.0	2.0	3.0	3.0	1.0	0.0	1.0	2.0	3.0	1.0	1.0	2.0	2.0	3.0	2.0	2.0	0.0	2.0	2.0	0.0	3.0	3.0	2.0	3.0	1.0	0.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	0.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	-2.0	2.0	3.0	2.0	2.0	0.0	2.0	1.0	2.0	3.0	3.0	1.0	0.0	1.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	0.0	2.0	1.0	1.0	0.0	3.0	3.0	0.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	0.0
[CT]-[5Z]	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
[BI]-[PK]	0.4583333333333333	0.6792668906784208	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	-1.0	1.0	1.0	0.0	-2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	-2.0	0.0	1.0	1.0	0.0	-2.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
[BI]-[AK]	1.8015873015873016	1.290084284191331	3.0	0.0	0.0	2.0	0.0	3.0	3.0	1.0	2.0	0.0	0.0	1.0	3.0	2.0	2.0	0.0	3.0	3.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	-2.0	2.0	3.0	1.0	0.0	2.0	1.0	2.0	3.0	2.0	2.0	0.0	3.0	2.0	1.0	3.0	3.0	2.0	3.0	2.0	0.0	0.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	3.0	0.0	3.0	3.0	1.0	3.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	0.0	2.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	2.0	3.0	0.0	2.0	2.0	1.0	3.0	0.0	3.0	0.0	0.0	-2.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	1.0	1.0	1.0	2.0	0.0	3.0	2.0	0.0	3.0	3.0	0.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	0.0	0.0
[BI]-[5Z]	2.8962962962962964	0.3060112687924604	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0
[PK]-[AK]	0.5042016806722689	0.8323333505500242	1.0	-1.0	1.0	-1.0	1.0	1.0	1.0	0.0	0.0	-1.0	1.0	1.0	0.0	-2.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	-3.0	0.0	0.0	1.0	1.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	1.0	0.0	-2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	-2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	-1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	-1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
[PK]-[5Z]	2.6774193548387095	1.1530799052460265	3.0	-1.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	-3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
[AK]-[5Z]	1.5046728971962617	0.6350431834328645	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	0.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	-2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0
