Perturbation	Synergies	Non-synergies
[PI]-[PD]	8	32
[PI]-[CT]	0	117
[PI]-[BI]	2	103
[PI]-[PK]	0	83
[PI]-[AK]	1	99
[PI]-[5Z]	34	72
[PD]-[CT]	0	53
[PD]-[BI]	6	38
[PD]-[PK]	2	21
[PD]-[AK]	0	19
[PD]-[5Z]	0	53
[CT]-[BI]	0	143
[CT]-[PK]	0	89
[CT]-[AK]	0	122
[CT]-[5Z]	0	135
[BI]-[PK]	9	69
[BI]-[AK]	4	115
[BI]-[5Z]	0	128
[PK]-[AK]	0	78
[PK]-[5Z]	0	73
[AK]-[5Z]	66	41
