Perturbation	Average	SD	Data
[PI]	2.146067415730337	1.408582151392547	3.0	3.0	3.0	0.0	0.5	0.5	3.0	3.0	2.0	3.0	3.0	3.0	0.0	0.0	3.0	3.0	3.0	0.0	1.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	0.0	-1.0	3.0	3.0	3.0	3.0	-1.0	3.0	0.0	2.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	-1.0	0.0	2.0	3.0	-1.0	3.0	-1.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0
[PD]	2.946969696969697	0.35088533477289424	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.5	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.5	3.0
[CT]	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
[BI]	2.008403361344538	1.1217857912028204	3.0	3.0	3.0	2.0	3.0	0.5	1.0	1.0	2.0	2.0	1.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	0.5	1.0	3.0	3.0	3.0	3.0	1.0	0.0	3.0	3.0	3.0	2.0	1.5	0.5	0.5	0.5	3.0	1.0	3.0	0.0	3.0	2.0	3.0	3.0	0.0	3.0	1.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	3.0	-0.5	3.0	-1.0	0.0	2.0	1.5	1.0	3.0	2.0	1.5	3.0	3.0	3.0	1.0	2.0	2.0	1.0	3.0	1.0	3.0	3.0	1.0	2.0	3.0	3.0	2.0	0.0	2.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	2.0	0.0	0.5	3.0	3.0	2.0	3.0	2.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	0.0	3.0	3.0	-1.0	1.0	0.0	3.0	3.0	3.0
[PK]	2.6597938144329896	0.8525280779606847	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	3.0	3.0	0.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	1.0	3.0	1.0
[AK]	1.2244897959183674	1.0105690164497447	2.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	3.0	2.0	2.0	1.0	0.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	3.0	-1.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	2.0	3.0	-1.0	1.0	1.0	2.0	-1.0	0.0	2.0	3.0	1.0	3.0	2.0	1.0	-1.0	2.0	2.0	1.0	0.0	2.0	1.0	2.0	2.0	2.0	1.0	-1.0	1.0	0.0	0.0	1.0	3.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	-1.0	3.0	1.0	1.0	1.0	3.0	3.0
[5Z]	2.99290780141844	0.08421519210665204	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
[PI]-[PD]	1.61875	1.7397871068654327	3.0	3.0	0.0	0.0	0.5	0.5	3.0	3.0	3.0	3.0	0.0	-1.0	-2.0	3.0	3.0	3.0	0.0	-1.0	3.0	3.0	1.0	3.0	3.0	3.0	0.0	-1.0	3.0	3.0	-1.0	3.0	0.0	3.0	-1.0	3.0	1.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0	0.5	-1.0	0.0	-1.0	3.0	-1.0	-2.0	3.0	3.0	3.0	1.0	0.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	-2.0	0.0
[PI]-[CT]	2.146067415730337	1.408582151392547	3.0	3.0	3.0	0.0	0.5	0.5	3.0	3.0	2.0	3.0	3.0	3.0	0.0	0.0	3.0	3.0	3.0	0.0	1.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	0.0	-1.0	3.0	3.0	3.0	3.0	-1.0	3.0	2.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	3.0	-1.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	0.0	3.0	-1.0	0.0	2.0	3.0	-1.0	3.0	-1.0	3.0	3.0	3.0	1.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0
[PI]-[BI]	1.1845238095238095	1.7420728580629938	3.0	3.0	-1.0	1.0	-1.0	-2.0	-1.0	3.0	3.0	1.0	2.0	3.0	3.0	1.0	0.0	1.0	-1.0	3.0	2.0	-1.0	1.0	3.0	2.0	1.5	-2.0	-2.0	-1.0	3.0	-1.0	3.0	-1.0	1.0	2.0	-2.0	3.0	3.0	2.0	-1.0	3.0	3.0	-1.0	2.0	-1.0	2.0	1.5	-1.0	3.0	1.5	3.0	0.0	3.0	0.0	2.0	3.0	-1.0	3.0	3.0	3.0	-1.0	0.0	1.0	2.0	3.0	1.0	3.0	1.0	0.0	-2.0	3.0	3.0	2.0	1.0	3.0	-1.0	0.0	2.0	-1.0	1.0	-1.0	3.0	3.0	-1.0	3.0	3.0
