Perturbation	Synergies	Non-synergies
[PI]-[PD]	3	68
[PI]-[CT]	0	89
[PI]-[BI]	13	57
[PI]-[PK]	0	61
[PI]-[AK]	3	62
[PI]-[5Z]	3	77
[PD]-[CT]	0	132
[PD]-[BI]	9	92
[PD]-[PK]	0	83
[PD]-[AK]	0	74
[PD]-[5Z]	0	132
[CT]-[BI]	0	119
[CT]-[PK]	0	97
[CT]-[AK]	0	98
[CT]-[5Z]	0	141
[BI]-[PK]	49	17
[BI]-[AK]	21	49
[BI]-[5Z]	0	110
[PK]-[AK]	0	65
[PK]-[5Z]	0	88
[AK]-[5Z]	5	84
